original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
"jiewmeng, you should change the question to be more specific. I think the ideal name would be ""Why do I need to check if wp_nonce_field() exists before using it?""","['jiewmeng', ',', 'you', 'should', 'change', 'the', 'question', 'to', 'be', 'more', 'specific', '.', 'i', 'think', 'the', 'ideal', 'name', 'would', 'be', '``', 'why', 'do', 'i', 'need', 'to', 'check', 'if', 'wp_nonce_field', '(', ')', 'exists', 'before', 'using', 'it', '?', ""''""]",7.8,6.615134163416491,"[13, 1, 5, 18, 2]",-1,36
Are you sure you should use plural even refering to less-than-one numbers? Wouldn't it be 0.50 dollar?,"['are', 'you', 'sure', 'you', 'should', 'use', 'plural', 'even', 'refering', 'to', 'less-than-one', 'numbers', '?', 'would', ""n't"", 'it', 'be', '0.50', 'dollar', '?']",12.6,0.48989794855663565,"[12, 13, 13, 12, 13]",0,20
Just wondering why removed death material? Perhaps another article on his death and circumstances- legacy?,"['just', 'wondering', 'why', 'removed', 'death', 'material', '?', 'perhaps', 'another', 'article', 'on', 'his', 'death', 'and', 'circumstances-', 'legacy', '?']",12.4,2.8000000000000003,"[9, 10, 17, 13, 13]",-1,17
I'm not familiar with that article. Can you please specify the exact article title?,"['i', ""'m"", 'not', 'familiar', 'with', 'that', 'article', '.', 'can', 'you', 'please', 'specify', 'the', 'exact', 'article', 'title', '?']",18.4,3.3226495451672298,"[17, 17, 17, 25, 16]",1,17
"I always thought that even if you need an account to view the info, it was allowed to be used on Wikipedia. Like the Magazine references?","['i', 'always', 'thought', 'that', 'even', 'if', 'you', 'need', 'an', 'account', 'to', 'view', 'the', 'info', ',', 'it', 'was', 'allowed', 'to', 'be', 'used', 'on', 'wikipedia', '.', 'like', 'the', 'magazine', 'references', '?']",11.4,3.2,"[13, 13, 13, 13, 5]",0,29
"btw, do you think we should mention the effect right off the bat of the descripition(seeing as ""effect"" is listed right above it???","['btw', ',', 'do', 'you', 'think', 'we', 'should', 'mention', 'the', 'effect', 'right', 'off', 'the', 'bat', 'of', 'the', 'descripition', '(', 'seeing', 'as', '``', 'effect', ""''"", 'is', 'listed', 'right', 'above', 'it', '?', '?', '?']",15.2,1.8330302779823362,"[17, 13, 16, 17, 13]",0,31
"Change them to what? If that is your input, what is your desired output?","['change', 'them', 'to', 'what', '?', 'if', 'that', 'is', 'your', 'input', ',', 'what', 'is', 'your', 'desired', 'output', '?']",11.6,3.0724582991474434,"[14, 9, 13, 15, 7]",-1,17
It is not clear to me: are the independent (i.e. right hand side) variable continuous or discrete ?,"['it', 'is', 'not', 'clear', 'to', 'me', ':', 'are', 'the', 'independent', '(', 'i.e', '.', 'right', 'hand', 'side', ')', 'variable', 'continuous', 'or', 'discrete', '?']",18.4,3.0724582991474434,"[21, 20, 17, 13, 21]",1,22
"I always thought it would be better to list both missions (up and down) but only include one patch (up) to clarify the fact that it is one mission altogether, this is how it's done in other articles about non-career astronauts and cosmonauts. Is there a policy that says anything about this?","['i', 'always', 'thought', 'it', 'would', 'be', 'better', 'to', 'list', 'both', 'missions', '(', 'up', 'and', 'down', ')', 'but', 'only', 'include', 'one', 'patch', '(', 'up', ')', 'to', 'clarify', 'the', 'fact', 'that', 'it', 'is', 'one', 'mission', 'altogether', ',', 'this', 'is', 'how', 'it', ""'s"", 'done', 'in', 'other', 'articles', 'about', 'non-career', 'astronauts', 'and', 'cosmonauts', '.', 'is', 'there', 'a', 'policy', 'that', 'says', 'anything', 'about', 'this', '?']",14.4,3.1999999999999997,"[17, 18, 9, 15, 13]",0,60
"Hi, I was just curious as to why you seem to have vandalized <url> to say Gartnerpedia instead of Wikipedia.  Any reason for this?","['hi', ',', 'i', 'was', 'just', 'curious', 'as', 'to', 'why', 'you', 'seem', 'to', 'have', 'vandalized', '<', 'url', '>', 'to', 'say', 'gartnerpedia', 'instead', 'of', 'wikipedia', '.', 'any', 'reason', 'for', 'this', '?']",12.4,3.0724582991474434,"[13, 9, 9, 17, 14]",0,29
Using what? Html?,"['using', 'what', '?', 'html', '?']",11.4,1.9595917942265424,"[13, 13, 9, 13, 9]",0,5
"are BetaH, BetaM, BetaL also parameters (i.e. things to estimate)?","['are', 'betah', ',', 'betam', ',', 'betal', 'also', 'parameters', '(', 'i.e', '.', 'things', 'to', 'estimate', ')', '?']",15.8,2.993325909419153,"[13, 15, 13, 21, 17]",0,16
I'm not seeing it. Has it been fixed?,"['i', ""'m"", 'not', 'seeing', 'it', '.', 'has', 'it', 'been', 'fixed', '?']",12.2,1.1661903789690602,"[13, 13, 13, 10, 12]",0,11
Hmm.. the price probably depends on the Apple store (e.g. for me prices show in Euros) Which price should we note?,"['hmm', '..', 'the', 'price', 'probably', 'depends', 'on', 'the', 'apple', 'store', '(', 'e.g', '.', 'for', 'me', 'prices', 'show', 'in', 'euros', ')', 'which', 'price', 'should', 'we', 'note', '?']",7.0,3.286335345030997,"[9, 9, 6, 10, 1]",-1,26
"Is `n` fixed? I.e., do you need `n` groups regardless of whether `n-1` groups would give you a ""better"" partition?","['is', '`', 'n', '`', 'fixed', '?', 'i.e.', ',', 'do', 'you', 'need', '`', 'n', '`', 'groups', 'regardless', 'of', 'whether', '`', 'n-1', '`', 'groups', 'would', 'give', 'you', 'a', '``', 'better', ""''"", 'partition', '?']",13.2,2.5612496949731396,"[13, 14, 9, 13, 17]",0,31
"It really depends on what you are trying to accomplish. Do you have a user, entering a name and address, and you are going to show him all similar addresses to let him choose one manually, or are you going to group all Persons with similar addresses automatically together?","['it', 'really', 'depends', 'on', 'what', 'you', 'are', 'trying', 'to', 'accomplish', '.', 'do', 'you', 'have', 'a', 'user', ',', 'entering', 'a', 'name', 'and', 'address', ',', 'and', 'you', 'are', 'going', 'to', 'show', 'him', 'all', 'similar', 'addresses', 'to', 'let', 'him', 'choose', 'one', 'manually', ',', 'or', 'are', 'you', 'going', 'to', 'group', 'all', 'persons', 'with', 'similar', 'addresses', 'automatically', 'together', '?']",18.4,3.0724582991474434,"[17, 21, 15, 16, 23]",1,54
"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?","['i', 'see', '<', 'url', '>', 'some', '<', 'person', '>', 'tags', 'to', 'the', '<', 'url', '>', 'page', '.', 'is', 'there', 'something', 'in', 'particular', 'you', 'feel', 'needs', 'citation', ',', 'or', 'did', 'the', 'article', 'just', 'look', 'generally', 'reference-sparse', '?']",14.4,2.65329983228432,"[17, 13, 17, 15, 10]",0,36
"Annotations aren't executable code, so this is unlikely. What are you really trying to do - in what conditions would you want a test to be run or not run?","['annotations', 'are', ""n't"", 'executable', 'code', ',', 'so', 'this', 'is', 'unlikely', '.', 'what', 'are', 'you', 'really', 'trying', 'to', 'do', '-', 'in', 'what', 'conditions', 'would', 'you', 'want', 'a', 'test', 'to', 'be', 'run', 'or', 'not', 'run', '?']",13.0,5.059644256269407,"[17, 9, 17, 17, 5]",0,34
"Ok.  By the way, may I note that is an excellent resource you have there.   I noticed the other day that we had acquired a list at <url> of unproduced scripts/stories - it seems entirely genuine and fits with material I have read elsewhere but was uncited - I wonder if you could help find a source for it?","['ok.', 'by', 'the', 'way', ',', 'may', 'i', 'note', 'that', 'is', 'an', 'excellent', 'resource', 'you', 'have', 'there', '.', 'i', 'noticed', 'the', 'other', 'day', 'that', 'we', 'had', 'acquired', 'a', 'list', 'at', '<', 'url', '>', 'of', 'unproduced', 'scripts/stories', '-', 'it', 'seems', 'entirely', 'genuine', 'and', 'fits', 'with', 'material', 'i', 'have', 'read', 'elsewhere', 'but', 'was', 'uncited', '-', 'i', 'wonder', 'if', 'you', 'could', 'help', 'find', 'a', 'source', 'for', 'it', '?']",17.6,1.2000000000000002,"[17, 20, 17, 17, 17]",1,64
"Does the route work if you run the same reload_routes function during application execution? That is, does it work if you just stick that line in while you're in dev mode?","['does', 'the', 'route', 'work', 'if', 'you', 'run', 'the', 'same', 'reload_routes', 'function', 'during', 'application', 'execution', '?', 'that', 'is', ',', 'does', 'it', 'work', 'if', 'you', 'just', 'stick', 'that', 'line', 'in', 'while', 'you', ""'re"", 'in', 'dev', 'mode', '?']",17.8,2.993325909419153,"[17, 21, 13, 17, 21]",1,35
No kidding.  Perhaps you could be troubled to point out the parts you consider to be actionable as 'spam'?,"['no', 'kidding', '.', 'perhaps', 'you', 'could', 'be', 'troubled', 'to', 'point', 'out', 'the', 'parts', 'you', 'consider', 'to', 'be', 'actionable', 'as', ""'spam"", ""'"", '?']",9.2,3.249615361854384,"[9, 5, 9, 15, 8]",-1,22
Sorry to bother you but theres a report on <url> regarding <url> which has been a target for IP vandalism. I'm only asking directly  because the vandalism is continuing and I'm close to not being able to fight it anymore under policy so can I ask if you could please issue the protection and revert the IP's vandalism back to my last revision?,"['sorry', 'to', 'bother', 'you', 'but', 'theres', 'a', 'report', 'on', '<', 'url', '>', 'regarding', '<', 'url', '>', 'which', 'has', 'been', 'a', 'target', 'for', 'ip', 'vandalism', '.', 'i', ""'m"", 'only', 'asking', 'directly', 'because', 'the', 'vandalism', 'is', 'continuing', 'and', 'i', ""'m"", 'close', 'to', 'not', 'being', 'able', 'to', 'fight', 'it', 'anymore', 'under', 'policy', 'so', 'can', 'i', 'ask', 'if', 'you', 'could', 'please', 'issue', 'the', 'protection', 'and', 'revert', 'the', 'ip', ""'s"", 'vandalism', 'back', 'to', 'my', 'last', 'revision', '?']",21.2,2.0396078054371136,"[25, 21, 21, 19, 20]",1,72
"Thanks, just for me to understand this in depth, ""tumbarse"" can not refer to the breaking of waves, or the waves coming roling in, ""las olas se tumban"" etc, but ONLY a beach chair? Is that what you are saying?","['thanks', ',', 'just', 'for', 'me', 'to', 'understand', 'this', 'in', 'depth', ',', '``', 'tumbarse', ""''"", 'can', 'not', 'refer', 'to', 'the', 'breaking', 'of', 'waves', ',', 'or', 'the', 'waves', 'coming', 'roling', 'in', ',', '``', 'las', 'olas', 'se', 'tumban', ""''"", 'etc', ',', 'but', 'only', 'a', 'beach', 'chair', '?', 'is', 'that', 'what', 'you', 'are', 'saying', '?']",14.6,4.498888751680798,"[9, 21, 16, 10, 17]",0,51
"Thanks Cameron.  That makes sense, but then why isn't this access restricted to only copy constructors and assignment operators?","['thanks', 'cameron', '.', 'that', 'makes', 'sense', ',', 'but', 'then', 'why', 'is', ""n't"", 'this', 'access', 'restricted', 'to', 'only', 'copy', 'constructors', 'and', 'assignment', 'operators', '?']",19.2,3.4871191548325386,"[15, 17, 25, 21, 18]",1,23
"Since you are using a process supervisor, you should not need pid files. Can you configure apache2 and postgres not to create them?","['since', 'you', 'are', 'using', 'a', 'process', 'supervisor', ',', 'you', 'should', 'not', 'need', 'pid', 'files', '.', 'can', 'you', 'configure', 'apache2', 'and', 'postgres', 'not', 'to', 'create', 'them', '?']",18.0,2.9664793948382653,"[13, 21, 17, 18, 21]",1,26
Please tell us more about your prototype. Do you want to prototype a web-application or a desktop application?,"['please', 'tell', 'us', 'more', 'about', 'your', 'prototype', '.', 'do', 'you', 'want', 'to', 'prototype', 'a', 'web-application', 'or', 'a', 'desktop', 'application', '?']",13.8,2.993325909419153,"[13, 9, 17, 13, 17]",0,20
"Your shortcode definition is `frame_left`, code examples use `frame_right`. Can I assume you have `frame_right` shortcode defined in same way?","['your', 'shortcode', 'definition', 'is', '`', 'frame_left', '`', ',', 'code', 'examples', 'use', '`', 'frame_right', '`', '.', 'can', 'i', 'assume', 'you', 'have', '`', 'frame_right', '`', 'shortcode', 'defined', 'in', 'same', 'way', '?']",7.4,4.079215610874228,"[5, 9, 13, 9, 1]",-1,29
"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?","['okay', ',', 'fair', 'enough', '.', 'but', 'if', 'they', ""'re"", 'necessary', ',', 'could', 'we', 'find', 'a', 'less', 'complex', 'and', 'eyeglazing', '``', 'name', ""''"", 'for', 'them', '?']",12.0,3.4641016151377544,"[17, 9, 15, 11, 8]",0,25
"Not sure I understand the question.  Are you looking for the domain from the `Request` object, user input, a constant, something else?","['not', 'sure', 'i', 'understand', 'the', 'question', '.', 'are', 'you', 'looking', 'for', 'the', 'domain', 'from', 'the', '`', 'request', '`', 'object', ',', 'user', 'input', ',', 'a', 'constant', ',', 'something', 'else', '?']",16.6,3.6660605559646724,"[13, 15, 21, 21, 13]",0,29
"What is the socket's protocol type? TCP, UDP, something else?","['what', 'is', 'the', 'socket', ""'s"", 'protocol', 'type', '?', 'tcp', ',', 'udp', ',', 'something', 'else', '?']",15.4,3.720215047547655,"[9, 17, 14, 20, 17]",0,15
I think your best option would be to redesign so that you don't have to do this. What is this design intended to accomplish?,"['i', 'think', 'your', 'best', 'option', 'would', 'be', 'to', 'redesign', 'so', 'that', 'you', 'do', ""n't"", 'have', 'to', 'do', 'this', '.', 'what', 'is', 'this', 'design', 'intended', 'to', 'accomplish', '?']",15.2,5.81033561853358,"[17, 17, 17, 21, 4]",1,27
"And what about a more generic function such as f(x, y, z, w) = xxb2 + 2yxb2 + 3zxb2 - wxb2? Would a Hessian be the only way to solve it?","['and', 'what', 'about', 'a', 'more', 'generic', 'function', 'such', 'as', 'f', '(', 'x', ',', 'y', ',', 'z', ',', 'w', ')', '=', 'xxb2', '+', '2yxb2', '+', '3zxb2', '-', 'wxb2', '?', 'would', 'a', 'hessian', 'be', 'the', 'only', 'way', 'to', 'solve', 'it', '?']",14.6,1.9595917942265424,"[17, 13, 13, 13, 17]",0,39
"a) Kernel mode dump or user mode dump? b) Are you trying to use symbols for binaries you built yourself, or symbols for OS binaries?","['a', ')', 'kernel', 'mode', 'dump', 'or', 'user', 'mode', 'dump', '?', 'b', ')', 'are', 'you', 'trying', 'to', 'use', 'symbols', 'for', 'binaries', 'you', 'built', 'yourself', ',', 'or', 'symbols', 'for', 'os', 'binaries', '?']",14.8,3.1874754901018454,"[12, 12, 20, 17, 13]",0,30
"OK, so while browsing my watchlist, I saw something peculiar in one of the pages that I'm watching; the user seems to be quite suspicious, based on his user page (similar to Wynchard Bloom's) which leads to the conclusion that he's Gerald. Can you like give him the stick?","['ok', ',', 'so', 'while', 'browsing', 'my', 'watchlist', ',', 'i', 'saw', 'something', 'peculiar', 'in', 'one', 'of', 'the', 'pages', 'that', 'i', ""'m"", 'watching', ';', 'the', 'user', 'seems', 'to', 'be', 'quite', 'suspicious', ',', 'based', 'on', 'his', 'user', 'page', '(', 'similar', 'to', 'wynchard', 'bloom', ""'s"", ')', 'which', 'leads', 'to', 'the', 'conclusion', 'that', 'he', ""'s"", 'gerald', '.', 'can', 'you', 'like', 'give', 'him', 'the', 'stick', '?']",11.8,2.993325909419153,"[9, 13, 17, 9, 11]",-1,60
restart using the same JVM or completly shut-down the JVM and restart using a new one? BTW: Which operating system?,"['restart', 'using', 'the', 'same', 'jvm', 'or', 'completly', 'shut-down', 'the', 'jvm', 'and', 'restart', 'using', 'a', 'new', 'one', '?', 'btw', ':', 'which', 'operating', 'system', '?']",15.8,2.993325909419153,"[21, 17, 13, 15, 13]",0,23
"What do you mean it ""did not work""?  What happened?","['what', 'do', 'you', 'mean', 'it', '``', 'did', 'not', 'work', ""''"", '?', 'what', 'happened', '?']",11.2,4.019950248448356,"[17, 9, 5, 12, 13]",-1,14
"Actually I didn't even realise you could write `[](u) { ... }` and have the compiler figure out the type of `u` for you, so that may be where I'm getting lost. In any case, the workaround is to put `[](T u) { ... }` so is that really a big deal?","['actually', 'i', 'did', ""n't"", 'even', 'realise', 'you', 'could', 'write', '`', '[', ']', '(', 'u', ')', '{', '...', '}', '`', 'and', 'have', 'the', 'compiler', 'figure', 'out', 'the', 'type', 'of', '`', 'u', '`', 'for', 'you', ',', 'so', 'that', 'may', 'be', 'where', 'i', ""'m"", 'getting', 'lost', '.', 'in', 'any', 'case', ',', 'the', 'workaround', 'is', 'to', 'put', '`', '[', ']', '(', 't', 'u', ')', '{', '...', '}', '`', 'so', 'is', 'that', 'really', 'a', 'big', 'deal', '?']",13.8,3.249615361854384,"[17, 9, 17, 15, 11]",0,72
"Wikipedia has a strict rule about ''not'' simultaneously filing an article in both a parent category ''and'' a subcategory of the same parent. Could you please ''not'' add <url> to a category if it's already in <url>, <url> or a country-specific record labels category?","['wikipedia', 'has', 'a', 'strict', 'rule', 'about', '``', 'not', ""''"", 'simultaneously', 'filing', 'an', 'article', 'in', 'both', 'a', 'parent', 'category', '``', 'and', ""''"", 'a', 'subcategory', 'of', 'the', 'same', 'parent', '.', 'could', 'you', 'please', '``', 'not', ""''"", 'add', '<', 'url', '>', 'to', 'a', 'category', 'if', 'it', ""'s"", 'already', 'in', '<', 'url', '>', ',', '<', 'url', '>', 'or', 'a', 'country-specific', 'record', 'labels', 'category', '?']",14.2,4.534313619501853,"[17, 21, 14, 11, 8]",0,60
